name,artist,uri,popularity,album_name,release_date,album_art_url,genres
Everything You Do (You're Sexing Me) (Duet with Kip Winger),Fiona,spotify:track:2LBu8ppBl3aenuqUnBxysH,13,Heart Like A Gun,1988,https://i.scdn.co/image/ab67616d0000b273eea5cd16256d3ebf110e0ec2,No genres available
Africans,Mighty Diamonds,spotify:track:1tvjJlf0nyNnVtc0MKPKmu,0,Bust Out,1993-08-09,https://i.scdn.co/image/ab67616d0000b2731e20818908d3c8896d6dfe25,"dub, lovers rock, reggae, roots reggae"
Walking The Backstreets And Crying,Little Milton,spotify:track:5YU67a01EqyrZGlxqmVuCV,22,Walkin' The Back Streets,1981-01-01,https://i.scdn.co/image/ab67616d0000b27395ee2e1b50e837610b06e35e,"electric blues, memphis soul, soul blues, southern soul"
Siempre Soy Tu Barquito de Papel,Los Iracundos,spotify:track:3abPFch3z1TxN5ux97PXa7,5,Discografía Completa Vol. 14,2004-02-08,https://i.scdn.co/image/ab67616d0000b273bd0c4dae3fa1575372ff1656,pop romantico
It's Hard,Clifton Chenier,spotify:track:7aThYsCa8ObpLssDLZZrsx,4,The Best of Clifton Chenier: The King of Zydeco & Louisiana Blues,2003-01-01,https://i.scdn.co/image/ab67616d0000b2732c03c40ecfb2a8a84a2e6659,"accordion, zydeco"
Drømmen Om Deg,Mons Leidvin Takle,spotify:track:2MVzgE2CByETRrkm6YOghN,0,Gyldne Øyeblikk,2006-03-06,https://i.scdn.co/image/ab67616d0000b2736f017d5bc0b3a69fb3d03316,norwegian gospel
Tell Me Baby,Brownie McGhee,spotify:track:6ZvlUkhKWzDaYwkakyoKJG,0,Presenting Brownie McGhee,1940-05-20,https://i.scdn.co/image/ab67616d0000b2739148c1b79363a58349632ae0,"acoustic blues, blues, country blues, piedmont blues, traditional blues"
La Segunda de Rosales,Alacranes Musical,spotify:track:0GIZHeDQcyGTDehn4Iobjz,2,Los Primeros Exitos Alacraneros,2007-05-08,https://i.scdn.co/image/ab67616d0000b273ec6bdef63032e393c7be597a,"duranguense, musica mexicana"
Let Thy Ale Swing,Mithotyn,spotify:track:0Jb1HMBajX0UFB1ZPYHjXv,4,In the Sign of the Raven,2009-08-14,https://i.scdn.co/image/ab67616d0000b27332aeb6021fafb0978bd4596a,"folk metal, pagan black metal, viking black metal, viking metal"
It`s Dark Outside,Spade Cooley,spotify:track:51MODTwrXHoCFaJraARDWQ,3,I'll Always Care for Western Swing,2024-12-20,https://i.scdn.co/image/ab67616d0000b273bcaa0754ccfb9fafc097fca8,"classic oklahoma country, western swing"
It's You,Toots & The Maytals,spotify:track:27VcOVgYhgMsRiIrtq2tYr,32,Time Tough: The Anthology,1996-06-18,https://i.scdn.co/image/ab67616d0000b27304a9bfaa0240308bc81c92ff,"reggae, roots reggae, ska"
Piece Of Mine - 2021 Remaster,Be Bop Deluxe,spotify:track:29Yj6j8YLMePf4QTNfqDTC,4,Live! In The Air Age (Deluxe Edition),2021-08-27,https://i.scdn.co/image/ab67616d0000b27325a66e2b06d45c53ace4e2cb,"art rock, glam rock"
Don't Break My Heart - 2017 Remaster,Suzi Quatro,spotify:track:3inhr05rlbHrGbNE4G44Qy,6,Aggro-Phobia (2017 Remaster),1977-07-01,https://i.scdn.co/image/ab67616d0000b27314614601180b3b71eaf67e20,glam rock
Glory Bound,Martin Sexton,spotify:track:1OCqMrKvmlz65MzokJMmza,30,Black Sheep,1996,https://i.scdn.co/image/ab67616d0000b273c99f0e9ba45a225d123ffbe4,alternative americana
Atom X,Dub Wiser,spotify:track:5SMxU4PCDj43TOL8x18t62,0,A New Millenium Of Dub,2005-09-01,https://i.scdn.co/image/ab67616d0000b2736643fc9bfd93046161acbc9d,electro dub
"Slowly Rising - Live at First Avenue, Minneapolis, MN - December 2005",Soul Asylum,spotify:track:1gkCfN0g4F2INWdjuUk03i,0,Stand Up and Be Strong,2021-07-09,https://i.scdn.co/image/ab67616d0000b27369d1be171fe4956eca2b791b,"alternative rock, grunge, permanent wave, pop rock, post-grunge"
Touch Me,Rui Da Silva,spotify:track:1Wg3Kt7hMlIoDyeTHRBQcw,33,In Search Of Sunrise 2,2000,https://i.scdn.co/image/ab67616d0000b2739a16a397073392596a37e275,"classic house, portuguese electronic"
Cruisin',Stanley Clarke,spotify:track:4EePfdAPVGTslvNcqFIhll,6,Passenger 57: Music From The Original Motion Picture Soundtrack,1992-10-31,https://i.scdn.co/image/ab67616d0000b27342aec4149def609ed9f1c04e,"electric bass, jazz funk, jazz fusion"
Нoчной DJ,Intars Busulis,spotify:track:0qoZtggLzLcSvfD1VFTJBp,0,Kino,2008-05-20,https://i.scdn.co/image/ab67616d0000b273c793d4d75f2f73eefe933b54,latvian pop
Sabados,Seventh Day Slumber,spotify:track:2FhdVuA6c0dUB2HkinFSws,2,Rescatame,2008-01-01,https://i.scdn.co/image/ab67616d0000b2736e41f88651f43e20bd7e0f7b,"ccm, christian alternative rock, christian music, christian rock"
Nas Águas de Amaralina,Mart'nália,spotify:track:4GcgAG73Kc4GTOkAgU822l,25,Menino do Rio,2006-02-01,https://i.scdn.co/image/ab67616d0000b2732d056ad54f8a3a431cc841da,"bossa nova, mpb, pagode, samba"
The Paper Remix,Tunsi,spotify:track:4n73xL21rbEpX8q0sBk5Li,0,Inner-Cept,2010-01-07,https://i.scdn.co/image/ab67616d0000b27308bd24bbfbc4d35d4403031a,No genres available
Zeit für Streit,Äi-Tiem,spotify:track:4vB7mvTU4qhlM1fNwFZKsN,0,Musik für taube Ohren,2003,https://i.scdn.co/image/ab67616d0000b273f5fa19167a3feaee34f62b78,oldschool deutschrap
Chamamé Crudo - En Vivo en el Teatro Colón,Chango Spasiuk,spotify:track:0wnk9CtKgAL2A06ocgKrr1,6,Tierra Colorada en el Teatro Colón: Chango Spasiuk en Concierto,2014-06-24,https://i.scdn.co/image/ab67616d0000b27358105bb75cd3c0aa58e3e38f,folklore argentino
Simple Plan,Dominic,spotify:track:2zI9mnyEAzoMU6mHh3833D,0,Running with Scissors,2004,https://i.scdn.co/image/ab67616d0000b273d18918e8827f5c0cb090c92c,No genres available
Feeling Blue,Eric Burdon,spotify:track:2PV3u7DWvl6kQDjl2L7tAt,17,Soul Of A Man,2006-01-10,https://i.scdn.co/image/ab67616d0000b27345ffecb18501086bdf9796a1,british blues
Love Makin' Mama (Take 1),Blind Willie McTell,spotify:track:4jQU9vaVpXSQQjwXHDSA8F,0,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,2005-08-30,https://i.scdn.co/image/ab67616d0000b27377a685d09258e4ca9e4dae25,"acoustic blues, blues, country blues, delta blues, piedmont blues, traditional blues"
"Theme - From ""Platoon""",Georges Delerue,spotify:track:1zSkHrYVRdpDH8FwYjI9mD,27,Great Composers: Georges Delerue,2001-01-01,https://i.scdn.co/image/ab67616d0000b273020831395401aaced8c611f4,"classic soundtrack, french soundtrack"
"Johnny, I Hardly Knew Ya",Dropkick Murphys,spotify:track:2JKG5gyxMeZaBazd8S6FGt,52,The Meanest Of Times,2007-09-18,https://i.scdn.co/image/ab67616d0000b273fd5672ac28df1cb16c93ef4b,"boston punk, boston rock, celtic punk, celtic rock, punk"
See You Later Alligator,Zachary Richard,spotify:track:0cxH0uF2ZUYdkW6yznF8kq,0,Zack's Bon Ton,1988,https://i.scdn.co/image/ab67616d0000b2730530657c6ab514409c7ecc8c,"country quebecois, zydeco"
Colin Tries Standing,Zbigniew Preisner,spotify:track:4rMWOleiqB9RHO8vD8xYfW,18,The Secret Garden (Original Motion Picture Soundtrack),1993-01-01,https://i.scdn.co/image/ab67616d0000b27301a4a438e802801ad0483c3a,polish contemporary classical
Memory In The Snow,Michael Gettel,spotify:track:1jCJ4Vt2H0Vf5YV8cfcb47,7,Places In Time,1992-01-01,https://i.scdn.co/image/ab67616d0000b27398d5090fc882ceb30229f963,"new age, new age piano"
Gone,Kanye West,spotify:track:5RjbFGeWVsCpw8EcE8OrvZ,55,Late Registration,2005-08-30,https://i.scdn.co/image/ab67616d0000b273428d2255141c2119409a31b2,"chicago rap, hip hop, rap"
Take it slow,The Real Kids,spotify:track:4NudwCLabuU8TNWIk5DXrr,0,The new rose years,2001-06-15,https://i.scdn.co/image/ab67616d0000b2731cb0ef9bdd7bc5159d334f86,"boston rock, protopunk, rhythm rock"
Happy,Shunza,spotify:track:0FqhEdhAsZokNIqcFkidIb,2,Dear Shunza,2002,https://i.scdn.co/image/ab67616d0000b2734b82285b5b5c744b7c0803b6,"classic mandopop, mainland chinese pop, mandopop"
Ta Methismena S' Agapo,Angela Dimitriou,spotify:track:3RvbFknve6sU2lL1pVJNCJ,2,Thisia Live,2001-04-26,https://i.scdn.co/image/ab67616d0000b2739545f306980e220c1a06de8a,"greek pop, laiko"
One More Breath,Rhinoceros,spotify:track:6RRYDwz9bWR9R6iR4A7Ajy,0,They Are Coming For Me,2009-02-02,https://i.scdn.co/image/ab67616d0000b273323c0bf688d4221a39bf657e,buffalo ny metal
Driving Wheel,Syl Johnson,spotify:track:6d5gAdohmm9uhazW5juA3W,1,Back In The Game,1994-01-01,https://i.scdn.co/image/ab67616d0000b273c32994b2645387652f58d732,"chicago soul, memphis soul, southern soul"
Don't Get Around Much Anymore,Natalie Cole,spotify:track:0W6FhRSlsugS8P0nhEtwPP,24,Unforgettable: With Love,1991-06-11,https://i.scdn.co/image/ab67616d0000b273dfb2b41e8669c38536b7c3b6,"adult standards, disco, quiet storm, soft rock, soul, vocal jazz"
Lucille,"Rockin' Dopsie, Jr.",spotify:track:00AfLPQHP0SeZ1elf7M5Fv,10,Zydeco Man,2008-01-08,https://i.scdn.co/image/ab67616d0000b273c6e473346d23c7a2650fcd6b,No genres available
Please Send Me Someone To Love,B.B. King,spotify:track:1NRZsuvO69KzsPfUx3ZNo9,29,Deuces Wild,1997-11-04,https://i.scdn.co/image/ab67616d0000b2730cb9e4d49412fce4ae730004,"blues, blues rock, classic rock, electric blues, jazz blues, soul, soul blues, traditional blues"
Midnight Cannonball,Big Joe Turner,spotify:track:6Nx40BbAVpmbzKkZNO3eX0,9,Big Bad & Blue - The Joe Turner Anthology,1987-09-29,https://i.scdn.co/image/ab67616d0000b2735685d9e88ef5e474853e939a,"blues, jump blues, rhythm and blues, traditional blues"
Those Less Fortunate Than I,Darryl Worley,spotify:track:1N2ri7ZJEhVUQLCrLz5gdZ,7,Have You Forgotten?,2003-01-01,https://i.scdn.co/image/ab67616d0000b273e730cfe19175c6fcfbfd524b,"country, country road"
Voice of Angels Drone for Spiritual Well Being,Ambient Music Therapy,spotify:track:4Bz4FMZzHXLyTzzQdy1Z4s,0,Drones & Tones,2015-06-20,https://i.scdn.co/image/ab67616d0000b2731db59b9e19aa52768c6cc07c,sleep
Mi Raza - Remasterizado,Peret,spotify:track:2Zo92PAZbf3c7IiVYGb9Y7,0,El Joven Peret (Remasterizado 2022),1979,https://i.scdn.co/image/ab67616d0000b27360533a45dc82ad93ee8247f7,"rumba, rumba catalana"
Be,Jessica Simpson,spotify:track:4xR88DZIvAD3DjXlaEIVH7,18,In This Skin (Deluxe Edition),2003,https://i.scdn.co/image/ab67616d0000b273adefab4c77e8a845234eeee4,"dance pop, post-teen pop"
All Through The Night,Robin Huw Bowen,spotify:track:3mXKBQfa5LOR8pfpX5BS3r,1,Celtic Dreams,2003-09-30,https://i.scdn.co/image/ab67616d0000b273cd273ec9afc2bd71bf2a7c3c,"celtic harp, harp, welsh folk"
At The County Fair - Original,The Impressions,spotify:track:4iuCTswUWmu59P3DfCIvT7,0,The Impressions' The Gift Of Love,2006-06-25,https://i.scdn.co/image/ab67616d0000b27349be70e7ccf39dc134f9bc64,"chicago soul, classic soul, funk, quiet storm, soul"
Peaceful World,John Mellencamp,spotify:track:44Tj7ZB93HGDmJEQ1rAP6e,29,Cuttin' Heads,2001-10-16,https://i.scdn.co/image/ab67616d0000b2732e1b73ac281745dce83a61a2,"album rock, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock"
That Old Gang of Mine,Dean Martin,spotify:track:28GYyXRWewtq52ajV7fKOM,7,Once in a While,1974,https://i.scdn.co/image/ab67616d0000b27329a872110b4ff2bdf75ce6dd,"adult standards, easy listening, lounge, vocal jazz"
Old Dan Tucker,Jim Smoak,spotify:track:4Q251wVcXexbCZrlLVpAvX,8,Bayou Bluegrass,1961-01-01,https://i.scdn.co/image/ab67616d0000b27347a45bc1e3749af868867d99,banjo
"Dirty, Dirty",Crazy Horse,spotify:track:0dF9GjoF4OWwLi5MEcfraL,19,Crazy Horse,1971-01-01,https://i.scdn.co/image/ab67616d0000b273168f09ba72894dfdac54d13c,"country rock, folk rock, roots rock"
For You Mom & Dad,Stefon Harris,spotify:track:1RUQSKNbYbInguSx5UNAD9,0,A Cloud Of Red Dust,1998-01-01,https://i.scdn.co/image/ab67616d0000b273720b835101ebc8c5f58738f6,jazz vibraphone
Never Look Back,Blue Rodeo,spotify:track:0OIVHQixnNsuIpqi5DRU1M,0,The Things We Left Behind,2009,https://i.scdn.co/image/ab67616d0000b273a9b7c1eccd319ac1a77289b0,"canadian rock, country rock"
8th Wonder (4sm Mix),The Sugarhill Gang,spotify:track:0n0jYIH3G0CE2GOqVS2DD0,27,The 4sm Mixes,2000,https://i.scdn.co/image/ab67616d0000b27328349de0b379b51662051205,"east coast hip hop, funk, new jersey rap, old school hip hop"
I'ma Bang,DMX,spotify:track:5uXr1MD44LEP3qu0BbKYS7,25,The Great Depression,2001-01-01,https://i.scdn.co/image/ab67616d0000b2736ec8344d2f5f364bbdf15c0b,"detroit hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
Never Gonna Give You Up,Rick Astley,spotify:track:4PTG3Z6ehGkBFwjybzWkR8,78,Whenever You Need Somebody,1987-11-12,https://i.scdn.co/image/ab67616d0000b27315ebbedaacef61af244262a8,"new romantic, new wave pop, soft rock, sophisti-pop, synthpop"
Bad Seed,Wayne Kramer,spotify:track:7t7ZQ4mPjfkkrRWqmWpRKd,10,LLMF,1998,https://i.scdn.co/image/ab67616d0000b273291a3e8ec508adc8d9786509,No genres available
A Martyr for My Love for You,The White Stripes,spotify:track:46trhGOpR1wVqm59HMVLAh,33,Icky Thump,2007-06-15,https://i.scdn.co/image/ab67616d0000b27375a9cde08f286d9420709048,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, permanent wave, punk blues, rock"
Get-U-Now,KMD,spotify:track:6NnRYI3s3rkm7hmscgsLjE,31,Black Bastards (Deluxe Edition),2000-05-15,https://i.scdn.co/image/ab67616d0000b273a049672caf582b864bc98d68,"alternative hip hop, golden age hip hop"
Little Brigid Flynn,The Irish Rovers,spotify:track:6nANhbcHNMFbzxcu8VoTzZ,13,Come Fill Up Your Glasses,1998-01-30,https://i.scdn.co/image/ab67616d0000b2732cd381cd7b988b12b8bdaf42,"canadian celtic, irish folk, irish pub song, shanty"
Mönchengladbach Love (feat. Summer Cem & DJ Ses),Eko Fresh,spotify:track:6Y2DsxKL28wROeMQorLfDC,10,Ich bin jung und brauche das Geld,2003-11-03,https://i.scdn.co/image/ab67616d0000b2733d58cfde196ccbb9bdf05d61,"cologne hip hop, german hip hop, turkish hip hop"
YOUR LOVE,Freddie McGregor,spotify:track:3iFc9gQU6dJlZrwQo3D8gK,2,Strictly The Best 28,2005,https://i.scdn.co/image/ab67616d0000b27364e9d12736e8b29b0adac7bc,"lovers rock, reggae, roots reggae"
Explode - Radio Mix,Jens Jordan,spotify:track:0LdbF7Jerkbl0jvhJebtnn,54,Explode,2005-09-05,https://i.scdn.co/image/ab67616d0000b27312f7ad957b2a38c94d2e4959,No genres available
No Storm,Dorothy Norwood,spotify:track:4slFDmwMj8itThFAuSWMSM,3,Shake the Devil Off,1995-10-04,https://i.scdn.co/image/ab67616d0000b2739ba0e295ec234b543faa26bd,"gospel, praise"
Just Come In,Margaret Becker,spotify:track:1CfdTUMQXIxTt3nTdJST85,7,Immigrant's Daughter,1989-01-01,https://i.scdn.co/image/ab67616d0000b273831b4605fc2c5af0cf168e81,deep christian rock
What He Done For Me,Sister Rosetta Tharpe,spotify:track:1l7BIZ3yGm0CwFrXegR8KP,2,Sister Rosetta Tharpe Vol. 2 1942-1944,1995,https://i.scdn.co/image/ab67616d0000b2739e333ac43d45586d771617cc,"acoustic blues, gospel blues, traditional blues"
GOOD DAY,The Mad Capsule Markets,spotify:track:6IAqiQ5T9Wi8ZfxDphmYyv,8,010,2001-07-11,https://i.scdn.co/image/ab67616d0000b273f09c128ab20a15dc97966c8f,"digital hardcore, j-metal, j-punk"
Tuggathanug,Legion of Green Men,spotify:track:5b2Ls1oVzD9P8EjzsrB3aZ,0,Baqontraq,2007-06-05,https://i.scdn.co/image/ab67616d0000b27363cd307a0f22a3870c73666c,No genres available
Turn It Up,Channel Live,spotify:track:17sKyIDVraNId7PoJDuanF,3,Armaghetto,2000-07-18,https://i.scdn.co/image/ab67616d0000b27365bf38377c8781d04861430d,"deep east coast hip hop, hardcore hip hop"
Amazing,Point Of Grace,spotify:track:0hEyXzsjSMPnXsaiBELUub,8,Steady On,1998-08-05,https://i.scdn.co/image/ab67616d0000b27387a99588b9f07733ffc60e34,"ccm, christian alternative rock, christian music"
Floripa,Plagia,spotify:track:5ymRy464UA2MeKh7MWggW6,0,Pinkboy Presents TPC,2006-04-03,https://i.scdn.co/image/ab67616d0000b27387a73d8b8c8ff65a621b6f94,No genres available
Hasta El Final,La Portuaria,spotify:track:3mGInrwzOLn6GdgIkyhSxC,15,Rio,2005-01-01,https://i.scdn.co/image/ab67616d0000b273031068c53ca30ab0dad73458,"argentine rock, ska argentino"
"John Dunbar Theme - From ""Dances With Wolves""",John Barry,spotify:track:6GsRtDidUxTqAwpxuFdm1E,23,Hollywood Dreams,1991-01-01,https://i.scdn.co/image/ab67616d0000b27382403d58aa6fad1284127fe0,"british soundtrack, classic soundtrack, orchestral soundtrack"
Do It Nice,Suicide,spotify:track:6yjlR6nA7wmQ60gXyrPSVH,4,The Second Album + The First Rehearsal Tapes,1999-06-28,https://i.scdn.co/image/ab67616d0000b2738c817f54e7af013765a807a3,"experimental, experimental rock, no wave, noise rock, synth punk"
Someday,Max Melvin,spotify:track:6oYMVXwO5tMK0dtIsY4QUr,3,Seasons,2008-05-23,https://i.scdn.co/image/ab67616d0000b27397ab816c1faf671fb17650d2,"chill lounge, deep chill"
Gewisse Leute,Rainer Bielfeldt,spotify:track:3j7DRAl2cdweklIssHtlHk,0,Herzen mit Koffer,2023-10-13,https://i.scdn.co/image/ab67616d0000b273acd0a4016ed11aae1ba70c05,No genres available
Murda',Rodney O,spotify:track:77R9FzUdGIqa2Z3n33esLa,0,The Final Chapter,1998-02-17,https://i.scdn.co/image/ab67616d0000b273ae7e7b5e043f2b2f1765e508,"electro, miami bass"
Shine on Harvest Moon,Mance Lipscomb,spotify:track:4ET1XDCtLSnz5RgjzjjSMQ,3,Trouble In Mind,2003-03-14,https://i.scdn.co/image/ab67616d0000b273fd8d66262e872ec760c5468b,"country blues, texas blues, traditional blues"
The Monkey King,William Orbit,spotify:track:1kBei0oULhv2EpeJe6rSX5,17,Strange Cargo III,1993-01-01,https://i.scdn.co/image/ab67616d0000b2733a8573b325d2370ec0aaa914,"classic progressive house, downtempo, intelligent dance music"
You And Your Heart,Jack Johnson,spotify:track:3daDd8yhWLgeWyCeZp9eIj,50,To The Sea,2010-01-01,https://i.scdn.co/image/ab67616d0000b2735575761306bf1f0a18497438,neo mellow
Big Railroad Blues,Cannon's Jug Stompers,spotify:track:4TZn0wuBSMESu0TFZNHTB1,8,Presenting Cannon's Jug Stompers,1928-02-03,https://i.scdn.co/image/ab67616d0000b27375843a818f64974d4ce3b9d5,"country blues, jug band, memphis blues, traditional blues, traditional folk"
We Can't Win,AZ,spotify:track:3zaCQZOB5Ed9lSjQZ4DSfX,20,Doe Or Die,1995-10-10,https://i.scdn.co/image/ab67616d0000b273c04fefa8d26c027f5f52c84c,"alternative hip hop, hardcore hip hop, hip hop"
Les Chaudrons,André Minvielle,spotify:track:1FkPQpfanJb4HEjdUfDAPS,2,La Vie D'Ici Bas,2007,https://i.scdn.co/image/ab67616d0000b27358885063ddb4afcbe69d871f,musica occitana
We Will Glorify,Twila Paris,spotify:track:4G9WEV91u1CD1DUFbDSIK6,22,Keepin' My Eyes On You,1982,https://i.scdn.co/image/ab67616d0000b2736e009417fb3860ad003f4ac1,"christian alternative rock, christian music, classic praise"
Time Is On My Side - Mono Version / Organ Intro,The Rolling Stones,spotify:track:4s8wL4SxEmAEd6XO9mi1Pn,42,12 X 5,1964-10-17,https://i.scdn.co/image/ab67616d0000b2739d6ee4590d050ec9563daa92,"album rock, british invasion, classic rock, rock"
Moon Boom,Anat Ben David,spotify:track:5ZBB0vMrIt745UTWLyDVCQ,0,Virtual Leisure,2008-03-27,https://i.scdn.co/image/ab67616d0000b273fe6f6788c3e99725bae0f65b,No genres available
"Air, Siote No. 3 (J.S. Bach)",Mariano Yanani,spotify:track:7LvkNdPEg6IRsC71nhYKRW,11,Babies Go To Sleep,2003-01-01,https://i.scdn.co/image/ab67616d0000b2734af0588a4477e3cc7410d805,No genres available
There It Go (The Whistle Song),Juelz Santana,spotify:track:0f7gbjwkZOs9loj2fr0lGH,58,What The Game's Been Missing!,2005-01-01,https://i.scdn.co/image/ab67616d0000b273f163445f10aad2eeadc80bee,"gangster rap, harlem hip hop, hip pop, nyc rap, pop rap, trap"
Kanoê,Márcio Faraco,spotify:track:4xd3xRtWF5Rm6Y73g6dBSu,27,Um Rio,2008-01-14,https://i.scdn.co/image/ab67616d0000b27314462315c01f173bd0d2e6f9,No genres available
Lole Lolaila,Cardenales Del Exito,spotify:track:0mfuGX22PyJRfN4x7JoY4D,49,Sus Mejores Gaitas,2004-01-01,https://i.scdn.co/image/ab67616d0000b27383fb0ab850e137fa60cd1c8b,"classic venezuelan pop, gaita zuliana"
Le choix,Greis,spotify:track:7N0U2RqQodc8lu4dWxY7TQ,1,2,2007-11-30,https://i.scdn.co/image/ab67616d0000b2739ed3bf4f26355e5a8271039b,"mundart, swiss hip hop"
Cosmonaut,Wolfmother,spotify:track:2VbDrW58PjEVvSmmZdC3PJ,10,Cosmic Egg (Deluxe),2009-01-01,https://i.scdn.co/image/ab67616d0000b2735fce1ae24050b4fad1522c77,"alternative rock, australian psych, garage rock, modern blues rock, modern rock, rock"
Country Girl,Al De Lory,spotify:track:6pUZSZ66ltO50XggAGmqCR,0,Norwood,1970-01-01,https://i.scdn.co/image/ab67616d0000b273610b8d874916c92d7f3efabf,No genres available
Stormtrooper,Pepper,spotify:track:1dF2rAqckKsi5DJqil4KGT,40,Kona Town,2002-03-26,https://i.scdn.co/image/ab67616d0000b273d91bff6dd92c12d62ed3e072,"reggae fusion, reggae rock"
Waste a Little Time On Me - Live,Michael Stanley Band,spotify:track:2hzZoK3DH7HMp01mXq32VZ,9,Stagepass,1977,https://i.scdn.co/image/ab67616d0000b273dfe84cd1284c3a934e83b64b,heartland rock
Bad Days,Timo Maas,spotify:track:13cXcx4woWUIKCR5h5DTUk,22,Loud (Eastwest Release),2002-03-04,https://i.scdn.co/image/ab67616d0000b2732d988e0d5b92facb4a1097db,"big beat, breakbeat, classic progressive house, nu skool breaks, tribal house"
Man Of No Reputation,Bob Carlisle,spotify:track:1kgYt6g1XkvFCzR73YBNJI,1,The Hope Of A Man,1994-01-01,https://i.scdn.co/image/ab67616d0000b273a03273a1e1905b17d3ef15db,No genres available
All On Our Own,One Block Radius,spotify:track:2KUrygRciBWB7z0ZlWIk7f,0,One Block Radius,2008-01-01,https://i.scdn.co/image/ab67616d0000b2730b8197e5ca5b398148c9dcb6,No genres available
Nossa Dança,Nana Caymmi,spotify:track:218kZNplcpHQGDKDnbyDY7,4,Nana Caymmi,1979-04-05,https://i.scdn.co/image/ab67616d0000b273e71d4560f9ff228ad24f0713,"bossa nova, mpb, samba, velha guarda"
Mountain By The Sea,Various Indian Tribes,spotify:track:1tLIB9SAiyiOZzLbWkVfLf,0,American Indian Ceremonial & War Dances,2006-03-07,https://i.scdn.co/image/ab67616d0000b2735f0296e5e1744143c008f0a0,native american traditional
All Day,Butthole Surfers,spotify:track:3pbvvFVR2sOLK5ItqmSs5E,3,Humpty Dumpty LSD,2002-03-18,https://i.scdn.co/image/ab67616d0000b2730ebc61e7ae8123219de39a80,"alternative rock, experimental rock, grunge, noise rock, psychedelic punk, punk"
La Revolución,Memphis La Blusera,spotify:track:0EGldqhB57sSGlRIjLOaTw,28,"Cosa de Hombres, Vol. 1",2004-11-02,https://i.scdn.co/image/ab67616d0000b273229eb6cc187a289f9a3a49f8,"argentine rock, blues latinoamericano"
Stravinsky: Tango,Igor Stravinsky,spotify:track:31USZ8AIl6nHDR6OMUkEZ1,4,"Stravinsky: L'œuvre pour piano solo, vol. 2. Trois mouvements de Pétrouchka, Piano-Rag Music & Tango",1980-01-01,https://i.scdn.co/image/ab67616d0000b273971ea56459446c218a54f2d2,"classical, early modern classical, neoclassicism, russian modern classical"
Nomad's Alive,Marco Beltrami,spotify:track:00pbyIwIjziaQMXBOQQun8,0,Flight Of The Phoenix (Original Motion Picture Soundtrack),2004-01-01,https://i.scdn.co/image/ab67616d0000b273276eaf80db44dceb12193795,"orchestral soundtrack, soundtrack"
Doesn't Matter Where You Are (Intocable),Aleks Syntek,spotify:track:0V1RrhwA0fhZyBIMdtOLYu,2,Leccion De Vuelo,2007-01-01,https://i.scdn.co/image/ab67616d0000b2730fa19bf3842f0c221f322b12,"latin arena pop, latin pop, mexican pop"
Den Thelo Tipota,Natasa Theodoridou,spotify:track:3hPnAdKlb9gyTHmZXscHfV,18,Dipla Se Sena,2009-03-05,https://i.scdn.co/image/ab67616d0000b27354205ed64d545ec5191107fd,"entehno, greek pop, laiko"
Servin' Tha Fiends,Bone Thugs-N-Harmony,spotify:track:6ZEeCgzOmvLb6SWFipXy2N,19,BTNHRESURRECTION,2000-02-29,https://i.scdn.co/image/ab67616d0000b273a8816025f91ebf4ce5d05b83,"gangster rap, hip hop, ohio hip hop, rap"
Thank You,Jimmy Page,spotify:track:0guj4Z5M9L4CXX9ji8VFLr,36,No Quarter,1994-01-01,https://i.scdn.co/image/ab67616d0000b27399782a327dbfe1b2842c6288,"album rock, art rock, blues rock, british blues, classic rock, electric blues, hard rock, progressive rock"
Broken Boy Soldier,The Raconteurs,spotify:track:6NRrXON8nSIwrMsymtsIqQ,39,Broken Boy Soldiers,2006-05-15,https://i.scdn.co/image/ab67616d0000b273aaafcdc8e35209dc99554017,"alternative rock, garage rock, garage rock revival, indie rock, modern blues rock, modern rock, rock, supergroup"
My Baby Don't Wear No Shoes (3),Roy Carrier,spotify:track:5jA7ecdY7lOdj49beivqmb,0,It's a DC Thing (Choose Your Shoes),2020-08-01,https://i.scdn.co/image/ab67616d0000b273157c73a4a5d45c8cfdcfe8f2,zydeco
You Put a Spell on Me,Dave Graney,spotify:track:2kIc10DrmuTDdmPJJH5QKR,0,Keepin' It Unreal,2006-10-03,https://i.scdn.co/image/ab67616d0000b273abf76a9fc1c082634c119388,australian alternative rock
Los Pintores,La Charanga Rubalcaba,spotify:track:7qJHMYI7ef6hZQwTO2sJFn,4,Con Sello De Calidad,2004,https://i.scdn.co/image/ab67616d0000b273181b9b119d81ff6addbb0962,"charanga, musica tradicional cubana"
"Tule lähemmäs Beibi 2018 (feat. Jenni Vartiainen, Vesala & SANNI)",Kaija Koo,spotify:track:2uH6hlfi6k8ZUU78bYm9D4,27,"Tule lähemmäs Beibi 2018 (feat. Jenni Vartiainen, Vesala & SANNI)",2018-12-01,https://i.scdn.co/image/ab67616d0000b2731b66f8ff07bfa0d8a453b505,"classic iskelma, finnish dance pop, finnish pop, iskelma, suomi rock"
