name,artist,uri,popularity,album_name,release_date,album_art_url,genres
He'll Have to Go,Frank Ifield,spotify:track:7DQUCRmEOSrEsDwkxwxLFd,0,Ghost Riders in the Sky,2021-08-18,https://i.scdn.co/image/ab67616d0000b2733b209e8963196ca0f995eae5,"classic australian country, merseybeat, rock-and-roll, yodeling"
Gitana (remastered),Gloria Lasso,spotify:track:1UQ94m5h61rOP3Q4koSyic,0,Gloria Lasso. Sus Mejores Grabaciones Vol.1 (1949-1959),2008-01-01,https://i.scdn.co/image/ab67616d0000b27341967b05a166c5ca6d93445d,cancion melodica
Baby Is Blue,Chris Jagger,spotify:track:2zH7IQKKrukjHt5LG21YUl,0,Chris Jagger's Acoustic Roots,2014-01-01,https://i.scdn.co/image/ab67616d0000b273eb81c9071268d4e35b73a2a6,swamp rock
Do That There - Young Einstein Hoo-Hoo Mix,Lyrics Born,spotify:track:4FQXGxPAYiCsbGFiNKrDdE,24,Same !@#$ Different Day,2005-04-19,https://i.scdn.co/image/ab67616d0000b273e6254d47c59606765dc9df74,turntablism
Dub In Bed,Alternative TV,spotify:track:69Y8FstfvgTTIdD98qGsE3,2,Strange Kicks,1981,https://i.scdn.co/image/ab67616d0000b2737261c83152955b4fb7911680,uk post-punk
It's All in How You Look at It,Big Jay Oakerson,spotify:track:33CYBlwPouOP0CeLStTY3C,21,An American Storyteller,2009-07-21,https://i.scdn.co/image/ab67616d0000b273c4df62404b810dfc729f93a5,"deep comedy, new comedy"
Sympozium,Dimmu Borgir,spotify:track:3hAnlsiljFCzXP3tGxCota,27,Puritanical Euphoric Misanthropia,2001-03-12,https://i.scdn.co/image/ab67616d0000b27351e41d7c23c5db7a50495816,"black metal, gothic metal, melodic death metal, metal, norwegian black metal, norwegian metal, power metal, speed metal, symphonic black metal, symphonic metal, viking metal"
Away From The Sky,Rickie Lee Jones,spotify:track:6T9vuqxqoBLpWocxr3RHGp,12,Flying Cowboys,1989-09-26,https://i.scdn.co/image/ab67616d0000b2738fc48df6afb81de42270dc3a,"folk, singer-songwriter"
Dhol Ton Bina,Malkit Singh,spotify:track:5JbKLxzcJ3mvNfLIk5ZbkM,0,Hai Shava,1989-01-01,https://i.scdn.co/image/ab67616d0000b273163f15f388e5535fee42636a,"bhangra, classic bhangra"
Don't Give Up,Portable,spotify:track:6uq477p8wlwzlrpSo2cjCS,0,Gridshift,2002-10-14,https://i.scdn.co/image/ab67616d0000b2737a6ea50631845318a4d1a481,No genres available
Tell Him - Single Version,The Exciters,spotify:track:7rGOWzo4evAQQ2FzrSKp0B,49,Tell Him,2012-01-01,https://i.scdn.co/image/ab67616d0000b273134320d50562d6b2dfbdd2a9,"classic girl group, northern soul"
Ex Nihilo,Becoming The Archetype,spotify:track:0Y2HqgvrqHAVIcwx2FGnGo,9,Terminate Damnation,2005-01-01,https://i.scdn.co/image/ab67616d0000b27371668a65eb91c52f87ac5022,"christian death metal, christian hardcore, christian metal, christian rock, progressive death metal"
Retrato em Branco e Preto,Brasilian Tropical Orchestra,spotify:track:1eMMSWwwxozBJkWLi3P1TM,0,Essential Brazil Vol 4,2011-05-05,https://i.scdn.co/image/ab67616d0000b273a03b6ca816655286d6e56506,No genres available
Everytime It Rains,Peter Gallagher,spotify:track:6iccxUekB97YaVB3JtwpAV,1,7 Days In Memphis,2005-11-08,https://i.scdn.co/image/ab67616d0000b273bd5d4953f22fae1230a77514,No genres available
Some Enchanted Evening,Jay & The Americans,spotify:track:4XhZ3Bi2fuIRrRGQQ4PcCx,26,Complete United Artists Singles,2009-01-01,https://i.scdn.co/image/ab67616d0000b2732ad3639fd3fee0fd03732105,"bubblegum pop, classic garage rock, doo-wop, merseybeat, rock-and-roll"
Celebration - The Plan Album Version,Raze,spotify:track:6qAWnGLLUzF7j5i74oe5hH,3,The Plan,2000-01-01,https://i.scdn.co/image/ab67616d0000b2739b8937bc6f85bc9aa4eafcd3,No genres available
No City - Instrumental,Aesop Rock,spotify:track:10npmHJrnUSp2U3rTVALJ8,3,None Shall Pass (Instrumentals and Accapellas),2009-05-05,https://i.scdn.co/image/ab67616d0000b273a71cad4712696dff2710628f,"abstract hip hop, alternative hip hop, conscious hip hop"
Voy a Olvidarme,Jay Pérez,spotify:track:7FIF6gCIvXVEGH557QurXf,11,Hombre En La Luna,2002,https://i.scdn.co/image/ab67616d0000b273b13f55055e65741dab994f6d,tejano
The Burden,Dropkick Murphys,spotify:track:4Dx8UhWJhUmtDjJVpkibTy,28,The Warrior's Code,2005-07-19,https://i.scdn.co/image/ab67616d0000b273030915ffa58125ae36f13a6f,"boston punk, boston rock, celtic punk, celtic rock, punk"
From The Pain,Adam Richman,spotify:track:6Fa9un9Y2HPIsDc3ffDkSL,0,Patience and Science,2005-04-19,https://i.scdn.co/image/ab67616d0000b273ecec2b9f1bc3d1a8dc2f46ba,No genres available
Breaking Down the Walls of Heartache - 2010 Remaster,Dexys Midnight Runners,spotify:track:4cLbn1OTWO0Y9QLyJ3cxgD,23,Searching For The Young Soul Rebels,1980-07,https://i.scdn.co/image/ab67616d0000b2736d964c6eacd7336bfe2c8835,"new romantic, new wave, new wave pop"
In The Valley Of The Moon - Mono,Jimmy Wakely,spotify:track:5XaGCXqGXkO1hGibVrh7ah,4,Vintage Collections,1996-01-01,https://i.scdn.co/image/ab67616d0000b273329074fbb92194752018fe69,"arkansas country, classic oklahoma country, cowboy western, western swing"
Dos Arbolitos,Gloria Lasso,spotify:track:2wsY7EFDSRNMy1zzdxq7yB,0,Gloria Lasso chante en Espagnol,2014-01-01,https://i.scdn.co/image/ab67616d0000b27390f3d1f3c60a2c51c117a1f2,cancion melodica
Your Heart Can Sing,Bruce BecVar,spotify:track:7ogwFUBpOK1BBSuaYiw12g,1,River of Gold,1999-09-01,https://i.scdn.co/image/ab67616d0000b27387ec3c6611b21e6063d389a8,new age
Jones From Indiana,Daughters,spotify:track:4HINVJxmu2djfm4mvU6pE6,3,Canada Songs,2003-08-12,https://i.scdn.co/image/ab67616d0000b2730443ecf26eee9e1f5d129586,"experimental rock, noise rock, post-hardcore, rhode island indie"
Simon,Lifehouse,spotify:track:4mpkJgWj8xDbTCX3ku5OMZ,29,No Name Face,2000-01-01,https://i.scdn.co/image/ab67616d0000b27331539dc49b964e11ccc239a7,"neo mellow, pop rock, post-grunge"
LFO [Original by LFO],Luke Vibert,spotify:track:7muSyWYlAvUp5l4ekph3zr,3,Warp20 (Recreated),2009-09-28,https://i.scdn.co/image/ab67616d0000b273ae876c2e51f1f4650d23f1f0,"acid house, drill and bass, intelligent dance music, trip hop"
Innsmouth Jewelry,Misty Roses,spotify:track:7xdM94hLqRZT4i2xt1uMPH,0,Monster Zero,2006-12-12,https://i.scdn.co/image/ab67616d0000b273c70b0a29a45389d1b723a488,No genres available
Where Have All the Clowns Gone (Remastered),Michael Stanley Band,spotify:track:6r3HUr0aKdzzXAtzjlXUYB,1,"You Break It, You Bought It! (Remastered)",1975,https://i.scdn.co/image/ab67616d0000b273a7cd5175d3c2fddba5b64d49,heartland rock
La pierrade,Bénabar,spotify:track:0w14wRmAyvjiWf0PWtPKAx,9,Best Of,2011-03-14,https://i.scdn.co/image/ab67616d0000b273633155256eb1d2015577894d,"chanson, french pop, french rock"
Don't Want to Know,Bryan Ferry,spotify:track:557hX70MNec0bkAjG66ghC,19,Mamouna,1994-09-05,https://i.scdn.co/image/ab67616d0000b2732ddb8e678af6da5d3aab7126,"glam rock, melancholia, new romantic, new wave, new wave pop, solo wave, sophisti-pop"
Military Man,Willie Barcena,spotify:track:1LPIjUIJh7UVVPGua34Tes,2,Hey!they'rejust Jokes!,1999-02-09,https://i.scdn.co/image/ab67616d0000b2732f229ada68b292101c0ba22b,"black comedy, deep comedy, latino comedy"
"So Long, Astoria",The Ataris,spotify:track:7N2lr3CCJGLxBUkF4PSkch,40,"So Long, Astoria",2003-03-04,https://i.scdn.co/image/ab67616d0000b2730182816d9fe797a551832bf2,"emo, pop punk, pop rock, skate punk"
Famous Girl,Chris Brown,spotify:track:5pozpoN044bG8qio3GPUUz,32,Graffiti (Expanded Edition),2009-12-08,https://i.scdn.co/image/ab67616d0000b273de8ad199b5db2a66928f4ac4,"r&b, rap"
The Greeting Song,Red Hot Chili Peppers,spotify:track:5HYKskVhty99c7Txyydwmp,41,Blood Sugar Sex Magik (Deluxe Edition),1991-09-24,https://i.scdn.co/image/ab67616d0000b273153d79816d853f2694b2cc70,"alternative rock, funk metal, funk rock, permanent wave, rock"
Trinity Definitely,Don Davis,spotify:track:4S57OjDuKrrU9yKUePi5vz,15,Matrix Revolutions: The Motion Picture Soundtrack (U.S. Version),2003-11-03,https://i.scdn.co/image/ab67616d0000b273defb9646200bb6d99fc9c8f6,soundtrack
Retarded Army,Rocky Whatule,spotify:track:0euClPHfxlE3l2QYStkHw5,0,Comedy Ping-Pong,2009-11-04,https://i.scdn.co/image/ab67616d0000b273d574f094faf642f38701328c,No genres available
Careless Whisper (feat. Brian McKnight & Earl Klugh),Kenny G,spotify:track:1LIiAPqpZziIko5msJ8gYr,33,At Last... The Duets Album,2004-12-13,https://i.scdn.co/image/ab67616d0000b273d6a36849e99f6eb11fab1a26,"smooth jazz, smooth saxophone"
We Who Finish Last,Shai Hulud,spotify:track:5xxfXojVvnScX8aTzVU7L5,8,Misanthropy Pure,2008-05-27,https://i.scdn.co/image/ab67616d0000b273af43453ad4b9e5bca1069094,"chaotic hardcore, christian hardcore, florida hardcore, melodic hardcore"
Feel Like Blowing My Horn,"Robert Lockwood, Jr.",spotify:track:1WtrnL5ozTrAskOV4h3ASv,1,I Got To Find Me A Woman,1997-01-01,https://i.scdn.co/image/ab67616d0000b273dce0d44d6d606d1d4464907a,"blues, chicago blues, country blues, delta blues, traditional blues"
Mr Marshall,Johnny Osbourne,spotify:track:4OZMkr1LqMbQvx6wBCadGl,14,Folly Ranking,1980,https://i.scdn.co/image/ab67616d0000b273508df309edc3363bd0ce3498,"dub, lovers rock, old school dancehall, reggae, rocksteady, roots reggae"
What Should Be Done (2017 - Remaster),Uriah Heep,spotify:track:48KBssBmMtGgPWANz9NLf5,16,Look At Yourself (Expanded Version),1971-09-20,https://i.scdn.co/image/ab67616d0000b273b0a489c93933591088993ec5,"album rock, blues rock, classic rock, hard rock, progressive rock, symphonic rock"
Sister Sue,Commander Cody and His Lost Planet Airmen,spotify:track:2nuqzrPGPj1s9lDZK4Bs4f,0,Live In The Ozone - 1973 U.S. Tour,2008-01-01,https://i.scdn.co/image/ab67616d0000b2737733cabafb51555fb48f2bc9,country rock
Unsaveable,Faith Hill,spotify:track:1448g1rC2IQbUquYqQUTWp,12,Cry,2002-10-15,https://i.scdn.co/image/ab67616d0000b273af84b878c0ab76ed4a616c7a,"contemporary country, country, country dawn, country road"
Mathilda,The Fabulous Thunderbirds,spotify:track:3FLUZPzurV7xl4x1TlQUuQ,15,Butt Rockin',1981-01-01,https://i.scdn.co/image/ab67616d0000b27304712eac4fce75b9cb44f325,"blues, blues rock, country rock, electric blues, modern blues, southern rock, texas blues"
I Am A Pilgrim,Mike Bloomfield,spotify:track:42DgabJfQAxqXbVUZRTT0S,0,"If You Love These Blues, Play'em As You Please",2004-01-01,https://i.scdn.co/image/ab67616d0000b273ee66629d93b8b08577159d6d,"blues, blues rock, chicago blues, electric blues, traditional blues"
Ine Mono Ekloges,Imiskoubria,spotify:track:7I5wt7kWS0w2wANikUqb7J,4,Ginekologies,2004-07-22,https://i.scdn.co/image/ab67616d0000b273154ef10683f84c4bf8e0e740,greek hip hop
D.J.'S And M.C.'s,Rodney O,spotify:track:0kAEkI6aOv49GwtDUhiq3I,19,Days Of Way Back,1993-06-23,https://i.scdn.co/image/ab67616d0000b273bc0a70dfb9506f4537ad91dc,"electro, miami bass"
Let Men Burn Stars,M83,spotify:track:3R2lBHSx7TOqocY3deFRF4,20,Before the Dawn Heals Us,2005-10-01,https://i.scdn.co/image/ab67616d0000b273d2025055762d32e9e8dab468,"french shoegaze, french synthpop, indietronica, metropopolis, neo-synthpop"
Das Guru,Jazzy B,spotify:track:1VYrzUAaBnsVGLLz31ugA7,0,Sikhi Khandiyon Tikhi,2003-01-01,https://i.scdn.co/image/ab67616d0000b27386c242368d556671b3d70c67,"bhangra, classic bhangra, punjabi pop"
All In,Joe McBride,spotify:track:0kjVdiqjIJnVVidr6NZrx9,3,Texas Hold'em,2005-09-27,https://i.scdn.co/image/ab67616d0000b273bc7c21bcdb5fe75884f5bbd5,smooth jazz
Te necesito,David Summers,spotify:track:3BAiWcR2Q0aiMAbMGG0lIn,13,En Directo Desde El Metropolitan (Mexico D.F.),1998-08-03,https://i.scdn.co/image/ab67616d0000b27382f01c23f4d2d7fd66901b91,No genres available
Monopoly On Sorrow,Suicidal Tendencies,spotify:track:2Lb7mXegBW3WJEOict7Q47,32,The Art Of Rebellion,1992-06-25,https://i.scdn.co/image/ab67616d0000b2739cd5a44ba1982f4739b4f1c9,"alternative metal, california hardcore, crossover thrash, funk metal, hard rock, hardcore punk, metal, nu metal, old school thrash, punk, thrash metal"
Twelve Ounce,Home Town Hero,spotify:track:7LnEipROotxGv55sXlm92V,3,Home Town Hero (U.S. Version),2002-05-21,https://i.scdn.co/image/ab67616d0000b273f99d6aad515819a540869648,grunge pop
Communication - Yomanda Radio Edit,Mario Più,spotify:track:1K4N7wHZ7aoe7nPX5bJPSm,27,Trance - The Early Years (1997-2002),2012-09-21,https://i.scdn.co/image/ab67616d0000b273b10a759fac50c80e743378c0,"italian trance, italo dance"
Gia,Despina Vandi,spotify:track:10c9m2WrPxPVBZkYkYw5Dv,35,Gia - Collector's Edition,2002,https://i.scdn.co/image/ab67616d0000b273b244d8d7744dd10c929db2ae,"greek pop, laiko"
Stop The World,Extreme,spotify:track:4Vghbo90YLD9BudOpMKW0K,26,III Sides To Every Story,1992-01-01,https://i.scdn.co/image/ab67616d0000b2730ba407cd9b2d529ad228d207,"funk metal, glam metal, hard rock"
Get That Girl (Remix),Mother Superior,spotify:track:3tv55MDPzlJHdnX6hkt5vE,0,Grande,2008-03-18,https://i.scdn.co/image/ab67616d0000b27328c883d736188ba551699f5d,No genres available
Naval War,Gina V. D'Orio,spotify:track:3JpdHmc5pwrUdTGSuDJkdC,0,Sailor Songs,2004-05-01,https://i.scdn.co/image/ab67616d0000b2730e2c47f0936058bb1241924a,No genres available
Chase,Leona Naess,spotify:track:26afXe3TmqK6IbrnBqgfCF,2,Comatised,2000-03-14,https://i.scdn.co/image/ab67616d0000b273244c0239676513903939fcac,"ectofolk, lilith"
Decidete,Marisela,spotify:track:4JdtkSrEzYRYXi6LY0ui0x,19,Voz Y Sentimiento,1998-04-28,https://i.scdn.co/image/ab67616d0000b273a3dad2d019c0d11a84f1819b,"latin pop, ranchera"
Yell Out,Pennywise,spotify:track:2wIsv7gKyhG6yT773zDSsV,20,The Fuse,2005-08-09,https://i.scdn.co/image/ab67616d0000b27324aa081db43260b84101bb50,"punk, skate punk, socal pop punk"
All The Answers,Jesus Jones,spotify:track:16rfCDqirNz8lQyytORmPi,9,Liquidizer,1989,https://i.scdn.co/image/ab67616d0000b2738ab8a777e8d678fbf36bfe0f,"britpop, dance rock, grebo"
Slow Love Feat. Ms. Sancha,Mr. Sancho,spotify:track:3udkXHuo2yTkr4aAEs2mbV,21,Foreplay,2006,https://i.scdn.co/image/ab67616d0000b273de5faf9df45f64667faa2f0a,chicano rap
Gotta Tell Somebody,Don Francisco,spotify:track:4XDcbI1L6tCMjiv2X39Ixn,13,Signature Songs,2000,https://i.scdn.co/image/ab67616d0000b273ad5e3d2cefddf80c78a276be,jesus movement
Grandbag's Funeral - 2007 Remastered Version,Happy Mondays,spotify:track:44rAEoYx2Or6fIKLQo8V7g,23,Pills 'N' Thrills And Bellyaches (Collector's Edition),1990-01-01,https://i.scdn.co/image/ab67616d0000b27330b27b5fddf69d3b03926915,"britpop, dance rock, madchester"
Yo Yo Get Funky - Andre Zimmer Remix,Fast Eddie,spotify:track:5j1y2im0leY3lJlcxLFx1B,31,Yo Yo Get Funky (Andre Zimmer Remix),2024-03-08,https://i.scdn.co/image/ab67616d0000b273ddf0da18ed8a5ce57bd4830c,"acid house, chicago house, chicago rap, classic house, hip house"
When Heaven Falls,Swans Of Avon,spotify:track:7lysa5YIR3xHVVHzO6EXqG,4,When Heaven Falls,2010-02-18,https://i.scdn.co/image/ab67616d0000b273236e063458a210e9dfd4ccb3,corrosion
Antes Que Seja Tarde,Nelson Ned,spotify:track:35AbQnmbZpIFgCkWrjrmDw,3,2 Em 1,2003-01-01,https://i.scdn.co/image/ab67616d0000b273cc1411adce8616f2fd9c1c1a,"bolero, mexican rock-and-roll, pop romantico, ranchera"
Clifton's Two Step,Clifton Chenier,spotify:track:1u2OhBMje9wdurQ0BIEdVU,1,Louisiana Blues and Zydeco,2005-01-01,https://i.scdn.co/image/ab67616d0000b273702f8ef967d8a2f72bfa9371,"accordion, zydeco"
Back From The Future,DJ Godfather,spotify:track:4hXL5aCGhZn30n2jRZi8ak,2,Da Bomb Vol 2,2000-12-05,https://i.scdn.co/image/ab67616d0000b273186a2c1cfe4db808c6ccca79,ghettotech
Yo Quiero Saber (feat. Girlz Talk),Toby Love,spotify:track:191QGjGg9nEJyPysYm76eQ,8,Toby Love,2006,https://i.scdn.co/image/ab67616d0000b2732090d71d7da50783b030753d,"bachata, reggaeton"
Chicken Fed,Ghetto Mafia,spotify:track:7eVKwTefPTM2DBBlBDA2rO,0,Part III : Chopped And Screwed,2004,https://i.scdn.co/image/ab67616d0000b273a53e5cf0aac8df45ce3239e2,"atl hip hop, old school atlanta hip hop"
The Coldest Days Of My Life,The Chi-Lites,spotify:track:134M5UpPklk4DfK8epwg1l,20,The Ultimate Chi-Lites,2006,https://i.scdn.co/image/ab67616d0000b27354e863427f6d665cf3713d6e,"chicago soul, classic soul, disco, funk, quiet storm, soul, southern soul"
The Spinward Marches,The Lord Weird Slough Feg,spotify:track:3Taw66JCZ3ukARH5AKIV4i,5,Traveller,2003-01-20,https://i.scdn.co/image/ab67616d0000b273653b9c62cba6be9a094e662d,"nwothm, us power metal"
Who Cares,Delroy Wilson,spotify:track:5F6ukc8oQpPi7n7rqWcC2V,10,The Cool Operator,2024-05-03,https://i.scdn.co/image/ab67616d0000b273fcc4bcbd1192f86a21efe420,"lovers rock, old school dancehall, reggae, rocksteady, roots reggae"
We Are One,Kelly Sweet,spotify:track:5Ay8dt7sbClcVPaXfvP2uc,21,We Are One,2007-03-06,https://i.scdn.co/image/ab67616d0000b2739ae6891668c3589bfa8eff2d,No genres available
Guys Do It All the Time,Mindy McCready,spotify:track:0uZRJmWi1TH3wrAN7hAbyF,49,Ten Thousand Angels,1996-04-30,https://i.scdn.co/image/ab67616d0000b27355cfd0a24a891f8d62dc7d71,"country, country dawn, country road"
Make Me Believe,Martina McBride,spotify:track:2pTx28BoRNLrMqXBDuCMPl,2,Emotion,1999-04-05,https://i.scdn.co/image/ab67616d0000b273d78fda5c4f823307ab671897,"contemporary country, country, country dawn, country road"
Loving You,Johnny Nash,spotify:track:55mF9hQGB8NVO7vjSGZNaL,4,The Best Of,1991-11-04,https://i.scdn.co/image/ab67616d0000b27316df75907937be3c80456a27,No genres available
月の裏で会いましょう - 結晶 -SOUL LIBERATION- Version,Original Love,spotify:track:3FdJwYjT8wBT5R6powEMuF,28,ＴＨＥ　ＶＥＲＹ　ＢＥＳＴ　ＯＦ　ＯＲＩＧＩＮＡＬ　ＬＯＶＥ,1995-04-28,https://i.scdn.co/image/ab67616d0000b273012051411916ee005b0b70a4,"j-rock, shibuya-kei"
Fallen,Ill Niño,spotify:track:7bLfiVq3L11tcPx0oVAL7p,19,Revolution Revolucion [Special Edition],2001-09-10,https://i.scdn.co/image/ab67616d0000b2737aff2ee52cd4a3b16bcfccd0,"alternative metal, industrial metal, latin metal, nu metal"
"Born in Louisiana (with Clarence ""Gatemouth"" Brown) - Live",Kenny Wayne Shepherd,spotify:track:09U08wgUg5akPwH7wDM80a,9,10 Days Out: Blues from the Backroads,2006-12-11,https://i.scdn.co/image/ab67616d0000b273ebd21ae8a097989188823cbe,"blues, blues rock, electric blues, modern blues, modern blues rock"
What Do I Know,Unkle Bob,spotify:track:0a0mwZ8w5VuofottIEH2zi,4,Sugar and Spite,2006-10-20,https://i.scdn.co/image/ab67616d0000b2738b8230dc3d392b8e13c58cbd,deep acoustic pop
What Is Light? Where Is Laughter? (Skrillex Remix),Twin Atlantic,spotify:track:3KQe8UH32rxKrkUgqxulw7,24,Vivarium (Deluxe),2009,https://i.scdn.co/image/ab67616d0000b2737c944dffc2b692931dbd06ed,"british alternative rock, modern alternative rock, scottish rock"
Quiet Time,Regina Belle,spotify:track:0JMqKxcGZo1nsKrBVWmUIh,21,Passion,1993-01-31,https://i.scdn.co/image/ab67616d0000b273a743b88f89ee58a228549c97,"contemporary r&b, quiet storm, urban contemporary"
Mamma's Kitchen,CeCe Winans,spotify:track:17toD0xlCUdWdn4B47uvr5,21,Purified,2005-09-13,https://i.scdn.co/image/ab67616d0000b273fab760bc4709180c6a79f37f,gospel
Don't Wait For Me,Fred Locks,spotify:track:0Y57jdxOgInKSHvx7Cqb5n,0,Never Give Up,1998,https://i.scdn.co/image/ab67616d0000b273cc66e01bdbf118738282eff6,"lovers rock, old school dancehall, reggae, rocksteady, roots reggae"
It Hurts me to my Heart,Bobby Marchan,spotify:track:7ymCznZVNIoF941AZ0rqMe,0,There's Something On Your Mind,2022-10-28,https://i.scdn.co/image/ab67616d0000b27330989e44ab18b5afba93efc1,"new orleans soul, rhythm and blues"
Ripped Pants,Spongebob Squarepants,spotify:track:7qPlIgFSsb48lbRXmmi9NB,40,Spongebob Squarepants - The Yellow Album,2005-11-15,https://i.scdn.co/image/ab67616d0000b273671d70d370a74b4b3cd2873e,"cartoon, children's music"
Introitus: Requiem: Agnus Dei,Wolfgang Amadeus Mozart,spotify:track:3VEzR9LfcCiRsCtJiAWItZ,0,Mozart: Requiem KV 626 - Version For String Quartet by Peter Lichtenthal,2007-02-16,https://i.scdn.co/image/ab67616d0000b273062568bf1d648850adcd03b1,"classical, classical era"
Your Prophetic Throne of Ivory,Disembowelment,spotify:track:7nKYINLBZEibCoZEFt8y81,17,Transcendence Into the Peripheral / Dusk,1993,https://i.scdn.co/image/ab67616d0000b273291c3c62bdd6703f7c295206,"australian death metal, australian metal, death doom, doom metal, voidgrind"
Purple Haze,Johnny Pearson,spotify:track:6XcFaZ7wYI8BZagARTgeSL,7,Kpm 1000 Series: Gentle Sounds - Volume 2,1970-01-01,https://i.scdn.co/image/ab67616d0000b273fac85e785a0b78be98e3ff17,library music
These Words,Badger,spotify:track:7leW1Dmvs9A4oDh9i5Qwpz,74,These Words,2024-04-05,https://i.scdn.co/image/ab67616d0000b27300f75805e619ec91836d28f9,bassline
Whitfield,Atomship,spotify:track:1LMLAoQxgOyEeegpxmQpve,19,The Crash of '47,2004-01-01,https://i.scdn.co/image/ab67616d0000b273c4adf58ae3bf4bb7494c4a5e,hard alternative
Since I've Been Loving You,Fiona,spotify:track:7Fk2uuGasUNgvNN1nqHBzi,4,Strictly The Best Vol. 40,2009-11-20,https://i.scdn.co/image/ab67616d0000b273ff306e95039cddd90d7de8b2,No genres available
Teach Me Tonight,Eddie Cano,spotify:track:1Gt9mNgPB6aA26OdjTcXiG,0,Here is Fabulous Eddie Cano,1962,https://i.scdn.co/image/ab67616d0000b27309881547e3ce36d14c294a24,space age pop
Krazy In Luv - Rockwilder Remix,Beyoncé,spotify:track:7kZqdLCMl9oICg6ZkWbN0N,8,Crazy In Love,2003-06-27,https://i.scdn.co/image/ab67616d0000b27364248debea6281c1ec841a47,"pop, r&b"
